one huge opportunity .	one huge opportunity .	NUM ADJ N;SG _
place is legit .	place be legit .	N;SG 3;FIN;IND;PRS;SG;V ADJ _
it is iran 's missile armaments that pose the greatest concern for american forces in the gulf , especially for the us navy .	it be iran 's missile armament that pose the greatest concern for american force in the gulf , especially for the us navy .	3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V PROPN;SG PART N;SG N;PL PRO FIN;IND;PRS;V DEF;DET ADJ;RL N;SG ADP ADJ N;PL ADP DEF;DET N;SG _ ADV ADP DEF;DET PROPN;SG PROPN;SG _
they require a lot of attention or they get fussy and tear stuff up .	they require a lot of attention or they get fussy and tear stuff up .	3;NOM;PL;PRO FIN;IND;PRS;V DET;INDF N;SG ADP N;SG CONJ 3;NOM;PL;PRO FIN;IND;PRS;V ADJ CONJ FIN;IND;PRS;V N;SG ADP _
this is a perfect place to get your hair done .	this be a perfect place to get you hair do .	PRO;SG 3;FIN;IND;PRS;SG;V DET;INDF ADJ N;SG PART NFIN;V 2;PRO N;SG PST;V;V.PTCP _
hey girlie ,	hey girlie ,	INTJ N;SG _
we had a great time and visited a location where they made coconut candies , visited a local restaurant which was attached to a fish farm , rode in modified quad bikes and had some tropical food at what appeared to be a local hangout .	we have a great time and visit a location where they make coconut candy , visit a local restaurant which be attach to a fish farm , ride in modify quad bike and have some tropical food at what appear to be a local hangout .	1;NOM;PL;PRO FIN;IND;PST;V DET;INDF ADJ N;SG CONJ FIN;IND;PST;V DET;INDF N;SG ADV 3;NOM;PL;PRO FIN;IND;PST;V N;SG N;PL _ FIN;IND;PST;V DET;INDF ADJ N;SG PRO 3;FIN;IND;PST;SG;V PASS;PST;V;V.PTCP ADP DET;INDF N;SG N;SG _ FIN;IND;PST;V ADP PST;V;V.PTCP N;SG N;PL CONJ FIN;IND;PST;V DET ADJ N;SG CONJ PRO FIN;IND;PST;V PART NFIN;V DET;INDF ADJ N;SG _
the best person is the valet .	the best person be the valet .	DEF;DET ADJ;RL N;SG 3;FIN;IND;PRS;SG;V DEF;DET N;SG _
ms. baba groom ( former campaign worker ) :	ms. baba groom ( former campaign worker ) :	PROPN;SG PROPN;SG PROPN;SG _ ADJ N;SG N;SG _ _
the prosecution was charging he was a rogue using his contacts from former service in both cia and the ' office of naval intelligence ' .	the prosecution be charge he be a rogue use he contact from former service in both cia and the ' office of naval intelligence ' .	DEF;DET N;SG 3;FIN;IND;PST;SG;V PRS;V;V.PTCP 3;MASC;NOM;PRO;SG 3;FIN;IND;PST;SG;V DET;INDF N;SG V;V.MSDR 3;MASC;PRO;SG N;PL ADP ADJ N;SG ADP CONJ PROPN;SG CONJ DEF;DET _ PROPN;SG ADP PROPN;SG PROPN;SG _ _
veryyyy !!!! veryyy !! good auto repair men .	veryyyy !!!! veryyy !! good auto repair man .	ADV _ ADV _ ADJ N;SG N;SG N;PL _
i called dominos tonight , it rang forever , i get put on hold twice without saying a word and finally someone says , may i help you ?	i call dominos tonight , it ring forever , i get put on hold twice without say a word and finally someone say , may i help you ?	1;NOM;PRO;SG FIN;IND;PST;V PROPN;SG N;SG _ 3;NEUT;NOM;PRO;SG FIN;IND;PST;V ADV _ 1;NOM;PRO;SG FIN;IND;PRS;V PST;V;V.PTCP ADP N;SG ADV CONJ V;V.MSDR DET;INDF N;SG CONJ ADV PRO;SG 3;FIN;IND;PRS;SG;V _ FIN;V 1;NOM;PRO;SG NFIN;V 2;NOM;PRO _
i 'm glad i trusted my gut and did n't get sucked into doing business with them .	i be glad i trust my gut and do not get suck into do business with they .	1;NOM;PRO;SG FIN;IND;PRS;V ADJ 1;NOM;PRO;SG FIN;IND;PST;V 1;PRO;SG N;SG CONJ FIN;IND;PST;V PART NFIN;V PASS;PST;V;V.PTCP CONJ V;V.MSDR N;SG ADP 3;ACC;PL;PRO _
family owned and operated makes sure the atmosphere is relaxed and the food home - cooked with style .	family own and operate make sure the atmosphere be relaxed and the food home - cook with style .	N;SG PST;V;V.PTCP CONJ PST;V;V.PTCP 3;FIN;IND;PRS;SG;V ADJ DEF;DET N;SG 3;FIN;IND;PRS;SG;V ADJ CONJ DEF;DET N;SG N;SG _ PST;V;V.PTCP ADP N;SG _
i 'm now looking closely at the option liquidation problems .	i be now look closely at the option liquidation problem .	1;NOM;PRO;SG FIN;IND;PRS;V ADV PRS;V;V.PTCP ADV ADP DEF;DET N;SG N;SG N;PL _
mike day , our outside counsel , will make the presentation on our behalf .	mike day , we outside counsel , will make the presentation on we behalf .	PROPN;SG PROPN;SG _ 1;PL;PRO ADJ N;SG _ FIN;V NFIN;V DEF;DET N;SG ADP 1;PL;PRO N;SG _
05/17/99 11:23 am	05/17/99 11:23 am	NUM NUM N;SG
let me know if you have any questions .	let i know if you have any question .	FIN;IMP;V 1;ACC;PRO;SG NFIN;V CONJ 2;NOM;PRO FIN;IND;PRS;V DET N;PL _
on the bus : get on bus 95 going toward " porte de vanves " .	on the bus : get on bus 95 go toward " porte de vanves " .	ADP DEF;DET N;SG _ FIN;IMP;V ADP N;SG NUM V;V.MSDR ADP _ PROPN;SG PROPN;SG PROPN;SG _ _
rosalee	rosalee	PROPN;SG
03/27/2001 01:58 pm	03/27/2001 01:58 pm	NUM NUM N;SG
no , i am not kidding and no i do n't want it b/c of the taco bell dog .	no , i be not kid and no i do not want it because of the taco bell dog .	INTJ _ 1;NOM;PRO;SG 1;FIN;IND;PRS;SG;V PART PRS;V;V.PTCP CONJ INTJ 1;NOM;PRO;SG FIN;IND;PRS;V PART NFIN;V 3;ACC;NEUT;PRO;SG ADP ADP DEF;DET PROPN;SG PROPN;SG N;SG _
01/26/2001 11:57 am	01/26/2001 11:57 am	NUM NUM N;SG
i have nothing bad to say .	i have nothing bad to say .	1;NOM;PRO;SG FIN;IND;PRS;V PRO;SG ADJ PART NFIN;V _
he crept up behind me and sprang upon me just as i had finished the note .	he creep up behind i and spring upon i just as i have finish the note .	3;MASC;NOM;PRO;SG FIN;IND;PST;V ADV ADP 1;ACC;PRO;SG CONJ FIN;IND;PST;V ADP 1;ACC;PRO;SG ADV CONJ 1;NOM;PRO;SG FIN;IND;PST;V PST;V;V.PTCP DEF;DET N;SG _
mark palmer@enron	mark palmer@enron	_ _
i mean a 2 day stay was a ok stay even tho the manager looked like he was chineze and that we only slept and went out from 8 to 7 to see new york .	i mean a 2 day stay be a ok stay even though the manager look like he be chinese and that we only sleep and go out from 8 to 7 to see new york .	1;NOM;PRO;SG FIN;IND;PRS;V DET;INDF NUM N;SG N;SG 3;FIN;IND;PST;SG;V DET;INDF ADJ N;SG ADV CONJ DEF;DET N;SG FIN;IND;PST;V CONJ 3;MASC;NOM;PRO;SG 3;FIN;IND;PST;SG;V ADJ CONJ CONJ 1;NOM;PL;PRO ADV FIN;IND;PRS;V CONJ FIN;IND;PST;V ADV ADP NUM ADP NUM PART NFIN;V PROPN;SG PROPN;SG _
you hate to see talent get wasted , but honestly i do n't think i could take in a horse right now these issues .	you hate to see talent get waste , but honestly i do not think i could take in a horse right now these issue .	2;NOM;PRO FIN;IND;PRS;V PART NFIN;V ADJ NFIN;V PASS;PST;V;V.PTCP _ CONJ ADV 1;NOM;PRO;SG FIN;IND;PRS;V PART NFIN;V 1;NOM;PRO;SG FIN;V NFIN;V ADP DET;INDF N;SG ADV ADV DET;PL N;PL _
well - when you pay over $ 1000 for something you want it to hold up and look good !!!	well - when you pay over $ 1000 for something you want it to hold up and look good !!!	INTJ _ ADV 2;NOM;PRO FIN;IND;PRS;V ADP _ NUM ADP PRO;SG 2;NOM;PRO FIN;IND;PRS;V 3;ACC;NEUT;PRO;SG PART NFIN;V ADP CONJ NFIN;V ADJ _
this store is proof that you can fool people with good advertising .	this store be proof that you can fool people with good advertising .	DET;SG N;SG 3;FIN;IND;PRS;SG;V N;SG CONJ 2;NOM;PRO FIN;V NFIN;V N;PL ADP ADJ N;SG _
nick :	nick :	PROPN;SG _
they have a customer for life in us !	they have a customer for life in we !	3;NOM;PL;PRO FIN;IND;PRS;V DET;INDF N;SG ADP N;SG ADP 1;ACC;PL;PRO _
karim - this 's likely the explanation to your other question ...	karim - this be likely the explanation to you other question ...	PROPN;SG _ PRO;SG 3;FIN;IND;PRS;SG;V ADV DEF;DET N;SG ADP 2;PRO ADJ N;SG _
deteriorating security	deteriorate security	V;V.MSDR N;SG
point is : you might be able to get a good deal on some nice furniture -- which i did -- but they 're not very communicative and god forbid something goes wrong , you 'll have to fight to get it resolved .	point be : you might be able to get a good deal on some nice furniture -- which i do -- but they be not very communicative and god forbid something go wrong , you will have to fight to get it resolve .	N;SG 3;FIN;IND;PRS;SG;V _ 2;NOM;PRO FIN;V NFIN;V ADJ PART NFIN;V DET;INDF ADJ N;SG ADP DET ADJ N;SG _ PRO 1;NOM;PRO;SG FIN;IND;PST;V _ CONJ 3;NOM;PL;PRO FIN;IND;PRS;V PART ADV ADJ CONJ PROPN;SG NFIN;V PRO;SG 3;FIN;IND;PRS;SG;V ADV _ 2;NOM;PRO FIN;V NFIN;V PART NFIN;V PART NFIN;V 3;ACC;NEUT;PRO;SG PST;V;V.PTCP _
http://reflectioncafe.blogspot.com/2005/09/unnatural-disasterthe-less...	http://reflectioncafe.blogspot.com/2005/09/unnatural-disasterthe-less...	_
thanks ,	thanks ,	N;SG _
catriona is well and has landed herself a pretty cool job in pr .	catriona be well and have land herself a pretty cool job in pr .	PROPN;SG 3;FIN;IND;PRS;SG;V ADJ CONJ 3;FIN;IND;PRS;SG;V PST;V;V.PTCP 3;ACC;FEM;PRO;REFL;SG DET;INDF ADV ADJ N;SG ADP N;SG _
she immediately went to the back , brought out leather cleaner and cleaned my purse on the spot .	she immediately go to the back , bring out leather cleaner and clean my purse on the spot .	3;FEM;NOM;PRO;SG ADV FIN;IND;PST;V ADP DEF;DET N;SG _ FIN;IND;PST;V ADV N;SG N;SG CONJ FIN;IND;PST;V 1;PRO;SG N;SG ADP DEF;DET N;SG _
55 - percentage of the iraqi workforce who were unemployed before the war .	55 - percentage of the iraqi workforce who be unemployed before the war .	NUM _ N;SG ADP DEF;DET ADJ N;SG PRO FIN;IND;PST;V ADJ ADP DEF;DET N;SG _
rosalee	rosalee	PROPN;SG
hey ,	hey ,	INTJ _
( and , a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain ; the shrapnel being in your body demonstrates you were in mortal danger and did n't absent yourself from it .	( and , a piece of shrapnel in the forearm that cause only a minor wound would have kill have it hit a eye and go into the brain ; the shrapnel be in you body demonstrate you be in mortal danger and do not absent yourself from it .	_ CONJ _ DET;INDF N;SG ADP N;SG ADP DEF;DET N;SG PRO FIN;IND;PST;V ADV DET;INDF ADJ N;SG FIN;V NFIN;V PST;V;V.PTCP FIN;IND;PST;V 3;NEUT;NOM;PRO;SG PST;V;V.PTCP DET;INDF N;SG CONJ PST;V;V.PTCP ADP DEF;DET N;SG _ DEF;DET N;SG V;V.MSDR ADP 2;PRO N;SG 3;FIN;IND;PRS;SG;V 2;NOM;PRO FIN;IND;PST;V ADP ADJ N;SG CONJ FIN;IND;PST;V PART NFIN;V 2;ACC;PRO;REFL;SG ADP 3;ACC;NEUT;PRO;SG _
good luck !	good luck !	ADJ N;SG _
she guided me through a very difficult period dealing with a family member 's suicide , coupled with elder abuse .	she guide i through a very difficult period deal with a family member 's suicide , couple with elder abuse .	3;FEM;NOM;PRO;SG FIN;IND;PST;V 1;ACC;PRO;SG ADP DET;INDF ADV ADJ N;SG V;V.MSDR ADP DET;INDF N;SG N;SG PART N;SG _ PST;V;V.PTCP ADP N;SG N;SG _
the food was horrible not cooked like it should be , they got the order wrong on a number of occasions , and once forgot about my order .	the food be horrible not cook like it should be , they get the order wrong on a number of occasion , and once forget about my order .	DEF;DET N;SG 3;FIN;IND;PST;SG;V ADJ PART PST;V;V.PTCP CONJ 3;NEUT;NOM;PRO;SG FIN;V NFIN;V _ 3;NOM;PL;PRO FIN;IND;PST;V DEF;DET N;SG ADJ ADP DET;INDF N;SG ADP N;PL _ CONJ ADV FIN;IND;PST;V ADP 1;PRO;SG N;SG _
can you give me the sitara deal # ?	can you give i the sitara deal # ?	FIN;V 2;NOM;PRO NFIN;V 1;ACC;PRO;SG DEF;DET PROPN;SG N;SG N;SG _
bill over at the fourth rail has an excellent essay on how the msm and the un , even the leftist countries in europe , are basically accepting terrorist organizations as legitimate forms of a political party :	bill over at the fourth rail have a excellent essay on how the msm and the un , even the leftist country in europe , be basically accept terrorist organization as legitimate form of a political party :	PROPN;SG ADV ADP DEF;DET PROPN;SG PROPN;SG 3;FIN;IND;PRS;SG;V DET;INDF ADJ N;SG CONJ ADV DEF;DET PROPN;SG CONJ DEF;DET PROPN;SG _ ADV DEF;DET ADJ N;PL ADP PROPN;SG _ FIN;IND;PRS;V ADV V;V.MSDR ADJ N;PL ADP ADJ N;PL ADP DET;INDF ADJ N;SG _
my favorite place to eat .	my favorite place to eat .	1;PRO;SG ADJ N;SG PART NFIN;V _
grand - standing is ignored .	grand - standing be ignore .	ADJ _ N;SG 3;FIN;IND;PRS;SG;V PASS;PST;V;V.PTCP _
any feedback from rick buy ?	any feedback from rick buy ?	DET N;SG ADP PROPN;SG PROPN;SG _
will the housing market in dallas begin booming like the rest of the nation has due to the influx of buyers ?	will the housing market in dallas begin boom like the rest of the nation have due to the influx of buyer ?	FIN;V DEF;DET N;SG N;SG ADP PROPN;SG NFIN;V V;V.MSDR CONJ DEF;DET N;SG ADP DEF;DET N;SG 3;FIN;IND;PRS;SG;V ADP ADP DEF;DET N;SG ADP N;PL _
as far as being treated like a drug seeker , that has not been my experience .	as far as be treat like a drug seeker , that have not be my experience .	ADV ADV CONJ V;V.MSDR PASS;PST;V;V.PTCP ADP DET;INDF N;SG N;SG _ PRO;SG 3;FIN;IND;PRS;SG;V PART PST;V;V.PTCP 1;PRO;SG N;SG _
i am a 20 something gay black male and i am looking for suggestions on neighborhoods close to the downtown toronto area .	i be a 20 something gay black male and i be look for suggestion on neighborhood close to the downtown toronto area .	1;NOM;PRO;SG 1;FIN;IND;PRS;SG;V DET;INDF NUM PRO;SG ADJ ADJ N;SG CONJ 1;NOM;PRO;SG 1;FIN;IND;PRS;SG;V V;V.MSDR ADP N;PL ADP N;PL ADJ ADP DEF;DET N;SG PROPN;SG N;SG _
i look forward to hearing from you .	i look forward to hear from you .	1;NOM;PRO;SG FIN;IND;PRS;V ADV CONJ V;V.MSDR ADP 2;ACC;PRO _
attached is a spreadsheet that contains the values .	attach be a spreadsheet that contain the value .	PST;V;V.PTCP 3;FIN;IND;PRS;SG;V DET;INDF N;SG PRO 3;FIN;IND;PRS;SG;V DEF;DET N;PL _
is that ok with you ?	be that ok with you ?	3;FIN;IND;PRS;SG;V PRO;SG ADJ ADP 2;ACC;PRO _
our in - service date is may 1 .	we in - service date be may 1 .	1;PL;PRO ADP _ N;SG N;SG 3;FIN;IND;PRS;SG;V PROPN;SG NUM _
looks fine	look fine	3;FIN;IND;PRS;SG;V ADJ
missile batteries arrayed in those mountains could raise bloody havoc with any fleet deployed below .	missile battery array in those mountain could raise bloody havoc with any fleet deploy below .	N;SG N;PL PST;V;V.PTCP ADP DET;PL N;PL FIN;V NFIN;V ADJ N;SG ADP DET N;SG PST;V;V.PTCP ADV _
turn up your sound a bit .	turn up you sound a bit .	FIN;IMP;V ADP 2;PRO N;SG DET;INDF N;SG _
how about empanadas arabes or other empanadas from that area of argentina ?	how about empanada arabes or other empanada from that area of argentina ?	ADV ADP N;PL N;SG CONJ ADJ N;PL ADP DET;SG N;SG ADP PROPN;SG _
how about meeting at 11:30 or 12 ?	how about meet at 11:30 or 12 ?	ADV CONJ V;V.MSDR ADP NUM CONJ NUM _
i wonder if they were going down a hill !	i wonder if they be go down a hill !	1;NOM;PRO;SG FIN;IND;PRS;V CONJ 3;NOM;PL;PRO FIN;IND;PST;V V;V.MSDR ADP DET;INDF N;SG _
thanks , jean	thanks , jean	N;SG _ PROPN;SG
the islamist had been released from egyptian prison and had known zawahiri well for many years .	the islamist have be release from egyptian prison and have know zawahiri well for many year .	DEF;DET N;SG FIN;IND;PST;V PST;V;V.PTCP PASS;PST;V;V.PTCP ADP ADJ N;SG CONJ FIN;IND;PST;V PST;V;V.PTCP PROPN;SG ADV ADP ADJ N;PL _
al - iraqiyah tv said that icdc were controlling ramadi .	al - iraqiyah tv say that icdc be control ramadi .	PROPN;SG _ PROPN;SG PROPN;SG FIN;IND;PST;V CONJ PL;PROPN FIN;IND;PST;V PRS;V;V.PTCP PROPN;SG _
former russian bioweaponeer ken alibek has said that a key russian scientist assisted iraq and that russia had the ames strain .	former russian bioweaponeer ken alibek have say that a key russian scientist assist iraq and that russia have the ames strain .	ADJ ADJ N;SG PROPN;SG PROPN;SG 3;FIN;IND;PRS;SG;V PST;V;V.PTCP CONJ DET;INDF ADJ ADJ N;SG FIN;IND;PST;V PROPN;SG CONJ CONJ PROPN;SG FIN;IND;PST;V DEF;DET PROPN;SG N;SG _
truly james bond style stuff ... would recommend	truly james bond style stuff ... would recommend	ADV PROPN;SG PROPN;SG N;SG N;SG _ FIN;V NFIN;V
- socrates	- socrates	_ PROPN;SG
i was on my way to my wedding fearing death , basically . "	i be on my way to my wedding fear death , basically . "	1;NOM;PRO;SG 3;FIN;IND;PST;SG;V ADP 1;PRO;SG N;SG ADP 1;PRO;SG N;SG V;V.MSDR N;SG _ ADV _ _
very nice work and friendly guys too .	very nice work and friendly guy too .	ADV ADJ N;SG CONJ ADJ N;PL ADV _
last year , after all was said and done , i asked rod whether my payment structure would leave me with no / little tax liability at the end of the year .	last year , after all be say and do , i ask rod whether my payment structure would leave i with no / little tax liability at the end of the year .	ADJ N;SG _ CONJ DET 3;FIN;IND;PST;SG;V PASS;PST;V;V.PTCP CONJ PST;V;V.PTCP _ 1;NOM;PRO;SG FIN;IND;PST;V PROPN;SG CONJ 1;PRO;SG N;SG N;SG FIN;V NFIN;V 1;ACC;PRO;SG ADP DET _ ADJ N;SG N;SG ADP DEF;DET N;SG ADP DEF;DET N;SG _
it depends on the conditions of your skilled migrant visa .	it depend on the condition of you skilled migrant visa .	3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V ADP DEF;DET N;PL ADP 2;PRO ADJ N;SG N;SG _
it is a daily occurrence that the same people who finance , arm and dispatch suicide murderers , condemn the act in english in front of western tv cameras , talking to a world audience , which even partly believes them .	it be a daily occurrence that the same people who finance , arm and dispatch suicide murderer , condemn the act in english in front of western tv camera , talk to a world audience , which even partly believe they .	3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V DET;INDF ADJ N;SG CONJ DEF;DET ADJ N;PL PRO FIN;IND;PRS;V _ FIN;IND;PRS;V CONJ FIN;IND;PRS;V N;SG N;PL _ FIN;IND;PRS;V DEF;DET N;SG ADP PROPN;SG ADP N;SG ADP ADJ N;SG N;PL _ V;V.MSDR ADP DET;INDF N;SG N;SG _ PRO ADV ADV 3;FIN;IND;PRS;SG;V 3;ACC;PL;PRO _
very recently , us forces in al - anbar made a terrible blunder by accidentally killing abdul - razaq inad al - gu'ud , sheikh of the al - bu nimr clan from the powerful dulaym tribe .	very recently , us force in al - anbar make a terrible blunder by accidentally kill abdul - razaq inad al - gu'ud , sheikh of the al - bu nimr clan from the powerful dulaym tribe .	ADV ADV _ PROPN;SG N;PL ADP PROPN;SG _ PROPN;SG FIN;IND;PST;V DET;INDF ADJ N;SG CONJ ADV V;V.MSDR PROPN;SG _ PROPN;SG PROPN;SG PROPN;SG _ PROPN;SG _ PROPN;SG ADP DEF;DET PROPN;SG _ PROPN;SG PROPN;SG N;SG ADP DEF;DET ADJ PROPN;SG N;SG _
i have tried dipping both live and thawed pinkies in tuna juice , and in used gerbil bedding .	i have try dip both live and thaw pinkie in tuna juice , and in used gerbil bedding .	1;NOM;PRO;SG FIN;IND;PRS;V PST;V;V.PTCP V;V.MSDR CONJ ADJ CONJ PST;V;V.PTCP N;PL ADP N;SG N;SG _ CONJ ADP ADJ N;SG N;SG _
ed ,	ed ,	PROPN;SG _
i did n't think i 'd be awarded one , but i received the dux litterarum award at high school , so my chances were probably better than i thought they were .	i do not think i would be award one , but i receive the dux litterarum award at high school , so my chance be probably better than i think they be .	1;NOM;PRO;SG FIN;IND;PST;V PART NFIN;V 1;NOM;PRO;SG FIN;V NFIN;V PASS;PST;V;V.PTCP NUM _ CONJ 1;NOM;PRO;SG FIN;IND;PST;V DEF;DET PROPN;SG PROPN;SG N;SG ADP ADJ N;SG _ ADV 1;PRO;SG N;PL FIN;IND;PST;V ADV ADJ;CMPR CONJ 1;NOM;PRO;SG FIN;IND;PST;V 3;NOM;PL;PRO FIN;IND;PST;V _
