занимает площадь 352,658 км2 .	занимать площадь 352,658 км2 .	3;FIN;IND;IPFV;PRS;SG;V ACC;FEM;INAN;N;SG NOM;NUM GEN;INAN;MASC;N;PL _
как писалось в предисловии к английскому изданию , значительное увеличение количества научно - технической информации стимулировало спрос на авторитетные в определенных направлениях науки монографии .	как писаться в предисловие к английский издание , значительный увеличение количество научно - технический информация стимулировать спрос на авторитетный в определенный направление наука монография .	CONJ FIN;IND;IPFV;MID;NEUT;PST;SG;V ADP ESS;INAN;N;NEUT;SG ADP ADJ;DAT;INAN;NEUT;SG DAT;INAN;N;NEUT;SG _ ADJ;INAN;NEUT;NOM;SG INAN;N;NEUT;NOM;SG GEN;INAN;N;NEUT;SG ADV _ ADJ;FEM;GEN;INAN;SG FEM;GEN;INAN;N;SG FIN;IND;IPFV;NEUT;PST;SG;V ACC;INAN;MASC;N;SG ADP ACC;ADJ;INAN;PL ADP ADJ;ESS;INAN;PL ESS;INAN;N;NEUT;PL FEM;GEN;INAN;N;SG ACC;FEM;INAN;N;PL _
с берлинским филармоническим оркестром впервые исполнил первую симфонию джорджа антейла , осуществил запись 20 - го фортепианного концерта моцарта , солист митя никиш ( 1938 ) .	с берлинский филармонический оркестр впервые исполнить первый симфония джордж антейл , осуществить запись 20 - й фортепианный концерт моцарт , солист митя никиш ( 1938 ) .	ADP ADJ;INAN;INS;MASC;SG ADJ;INAN;INS;MASC;SG INAN;INS;MASC;N;SG ADV FIN;IND;MASC;PFV;PST;SG;V ACC;ADJ;FEM;INAN;SG ACC;FEM;INAN;N;SG ANIM;GEN;MASC;PROPN;SG ANIM;GEN;MASC;PROPN;SG _ FIN;IND;MASC;PFV;PST;SG;V ACC;FEM;INAN;N;SG ADV _ ADJ;GEN;INAN;MASC;SG ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG ANIM;GEN;MASC;PROPN;SG _ ANIM;MASC;N;NOM;SG ANIM;MASC;NOM;PROPN;SG ANIM;MASC;NOM;PROPN;SG _ ADJ;INAN;MASC;NOM;SG _ _
актриса , которая может комбинировать ранимость и силу , всегда становится звездой &#39;&#39; .	актриса , который мочь комбинировать ранимость и сила , всегда становиться звезда &#39;&#39; .	ANIM;FEM;N;NOM;SG _ ANIM;FEM;NOM;PRO;SG 3;FIN;IND;IPFV;PRS;SG;V IPFV;NFIN;V ACC;FEM;INAN;N;SG CONJ ACC;FEM;INAN;N;SG _ ADV 3;FIN;IND;IPFV;MID;PRS;SG;V FEM;INAN;INS;N;SG _ _
30 апреля 1984 года муамар каддафи предложил одновременно вывести французские и ливийские войска из чада .	30 апрель 1984 год муамар каддафи предложить одновременно вывести французский и ливийский войско из чад .	ADJ;GEN;INAN;NEUT;SG GEN;INAN;MASC;N;SG ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG ANIM;MASC;NOM;PROPN;SG ANIM;MASC;NOM;PROPN;SG FIN;IND;MASC;PFV;PST;SG;V ADV NFIN;PFV;V ACC;ADJ;INAN;PL CONJ ACC;ADJ;INAN;PL ACC;INAN;N;NEUT;PL ADP GEN;INAN;MASC;PROPN;SG _
моторы могут применяться в качестве вспомогательного или резервного двигателя для яхт и катеров .	мотор мочь применяться в качество вспомогательный или резервный двигатель для яхта и катер .	INAN;MASC;N;NOM;PL 3;FIN;IND;IPFV;PL;PRS;V IPFV;MID;NFIN;V ADP ESS;INAN;N;NEUT;SG ADJ;GEN;INAN;MASC;SG CONJ ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG ADP FEM;GEN;INAN;N;PL CONJ GEN;INAN;MASC;N;PL _
партия венгров украины ( , ) -- политическая партия украины .	партия венгр украина ( , ) -- политический партия украина .	FEM;INAN;N;NOM;SG ANIM;GEN;MASC;N;PL FEM;GEN;INAN;PROPN;SG _ _ _ _ ADJ;FEM;INAN;NOM;SG FEM;INAN;N;NOM;SG FEM;GEN;INAN;PROPN;SG _
однако победы роялистов монтроза в самой шотландии заставили ковенантеров отправить часть действующей в англии армии на отражение роялисткой угрозы в своей стране .	однако победа роялист монтроз в самый шотландия заставить ковенантер отправить часть действовать в англия армия на отражение роялистский угроза в свой страна .	CONJ FEM;INAN;N;NOM;PL ANIM;GEN;MASC;N;PL ANIM;GEN;MASC;PROPN;SG ADP ADJ;ESS;FEM;INAN;SG ESS;FEM;INAN;PROPN;SG FIN;IND;PFV;PL;PST;V ACC;ANIM;MASC;N;PL NFIN;PFV;V ACC;FEM;INAN;N;SG ACT;FEM;GEN;INAN;IPFV;PRS;SG;V;V.PTCP ADP ESS;FEM;INAN;PROPN;SG FEM;GEN;INAN;N;SG ADP ACC;INAN;N;NEUT;SG ADJ;FEM;GEN;INAN;SG FEM;GEN;INAN;N;SG ADP DET;ESS;FEM;INAN;REFL;SG ESS;FEM;INAN;N;SG _
в 2010 - м нюкьер наконец дебютировал в чемпионате мира на полном расписании , подписав контракт с командой sunred engineering .	в 2010 - й нюкьер наконец дебютировать в чемпионат мир на полный расписание , подписать контракт с команда sunred engineering .	ADP ADV _ ADJ;ESS;INAN;MASC;SG ANIM;MASC;NOM;PROPN;SG ADV FIN;IND;MASC;PFV;PST;SG;V ADP ESS;INAN;MASC;N;SG GEN;INAN;MASC;N;SG ADP ADJ;ESS;INAN;NEUT;SG ESS;INAN;N;NEUT;SG _ PFV;V;V.CVB ACC;INAN;MASC;N;SG ADP FEM;INAN;INS;N;SG INAN;INS;MASC;PROPN;SG INAN;INS;MASC;N;SG _
на базе бук - м1 - 2 разработан зрк бук - м2 , разработка завершилась в 2008 году , первые стрельбы выполнены в 2010 году на полигоне капустин яр .	на база бук - м1 - 2 разработать зрк бук - м2 , разработка завершиться в 2008 год , первый стрельба выполнить в 2010 год на полигон капустин яр .	ADP ESS;FEM;INAN;N;SG INAN;MASC;N;NOM;SG _ ADV _ ADV INAN;MASC;NOM;PASS;PFV;PST;SG;V;V.PTCP ACC;INAN;MASC;N;SG INAN;MASC;N;NOM;SG _ ADV _ FEM;INAN;N;NOM;SG FEM;FIN;IND;MID;PFV;PST;SG;V ADP ADJ;ESS;INAN;MASC;SG ESS;INAN;MASC;N;SG _ ADJ;INAN;NOM;PL FEM;INAN;N;NOM;PL INAN;NOM;PASS;PFV;PL;PST;V;V.PTCP ADP ADJ;ESS;INAN;MASC;SG ESS;INAN;MASC;N;SG ADP ESS;INAN;MASC;N;SG ADJ;INAN;MASC;NOM;SG INAN;MASC;N;NOM;SG _
кроме того , как правило , в спортивном варианте отсутствуют специальные вопросы и финальный раунд .	кроме то , как правило , в спортивный вариант отсутствовать специальный вопрос и финальный раунд .	ADP GEN;INAN;NEUT;PRO;SG _ ADP INAN;N;NEUT;NOM;SG _ ADP ADJ;ESS;INAN;MASC;SG ESS;INAN;MASC;N;SG 3;FIN;IND;IPFV;PL;PRS;V ADJ;INAN;NOM;PL INAN;MASC;N;NOM;PL CONJ ADJ;INAN;MASC;NOM;SG INAN;MASC;N;NOM;SG _
по этой причине с 1939 по 1943 год , до самой своей смерти , кардинал находился в изгнании и не мог принимать участия в руководстве архиепархией .	по этот причина с 1939 по 1943 год , до самый свой смерть , кардинал находиться в изгнание и не мочь принимать участие в руководство архиепархия .	ADP DAT;DET;FEM;INAN;SG DAT;FEM;INAN;N;SG ADP ADJ;GEN;INAN;MASC;SG ADP ACC;ADJ;INAN;MASC;SG ACC;INAN;MASC;N;SG _ ADP ADJ;FEM;GEN;INAN;SG DET;FEM;GEN;INAN;REFL;SG FEM;GEN;INAN;N;SG _ ANIM;MASC;N;NOM;SG FIN;IND;IPFV;MASC;MID;PST;SG;V ADP ESS;INAN;N;NEUT;SG CONJ NEG;PART FIN;IND;IPFV;MASC;PST;SG;V IPFV;NFIN;V GEN;INAN;N;NEUT;SG ADP ESS;INAN;N;NEUT;SG FEM;INAN;INS;N;SG _
в результате в 1047 году император генрих iii предпринял новый поход в фрисландию , захватив и разрушив крепость рейнсбург .	в результат в 1047 год император генрих iii предпринять новый поход в фрисландия , захватить и разрушить крепость рейнсбург .	ADP ESS;INAN;MASC;N;SG ADP ADJ;ESS;INAN;MASC;SG ESS;INAN;MASC;N;SG ANIM;MASC;N;NOM;SG ANIM;MASC;NOM;PROPN;SG ADJ;ANIM;MASC;NOM;SG FIN;IND;MASC;PFV;PST;SG;V ACC;ADJ;INAN;MASC;SG ACC;INAN;MASC;N;SG ADP ACC;FEM;INAN;PROPN;SG _ PFV;V;V.CVB CONJ PFV;V;V.CVB ACC;FEM;INAN;N;SG ACC;INAN;MASC;PROPN;SG _
позже были построены двухэтажное ведомственное общежитие пожарной охраны ( за номером 1б в 1954 году ) , двухэтажный кирпичный жилой домом ( за номером 80 ) , двухэтажное общежитие объединения `` гомельстройматериалы &#39;&#39; ( за номером 63 ) .	позже быть построить двухэтажный ведомственный общежитие пожарный охрана ( за номер 1б в 1954 год ) , двухэтажный кирпичный жилой дом ( за номер 80 ) , двухэтажный общежитие объединение `` гомельстройматериалы &#39;&#39; ( за номер 63 ) .	ADV;CMPR FIN;IND;IPFV;PL;PST;V INAN;NOM;PASS;PFV;PL;PST;V;V.PTCP ADJ;INAN;NEUT;NOM;SG ADJ;INAN;NEUT;NOM;SG INAN;N;NEUT;NOM;SG ADJ;FEM;GEN;INAN;SG FEM;GEN;INAN;N;SG _ ADP INAN;INS;MASC;N;SG INAN;MASC;NOM;NUM;SG ADP ADJ;ESS;INAN;MASC;SG ESS;INAN;MASC;N;SG _ _ ADJ;INAN;MASC;NOM;SG ADJ;INAN;MASC;NOM;SG ADJ;INAN;MASC;NOM;SG INAN;MASC;N;NOM;SG _ ADP INAN;INS;MASC;N;SG NOM;NUM _ _ ADJ;INAN;NEUT;NOM;SG INAN;N;NEUT;NOM;SG GEN;INAN;N;NEUT;SG _ INAN;MASC;NOM;PL;PROPN _ _ ADP INAN;INS;MASC;N;SG INAN;NOM;NUM _ _
русские `` вальтер скотты &#39;&#39; и были в первую очередь залогом денежного успеха `` исторического вестника &#39;&#39; , а издатели , таким образом , метко угадали стремление нового читающего поколения к облегчённому историческому чтению .	русский `` вальтер скотт &#39;&#39; и быть в первый очередь залог денежный успех `` исторический вестник &#39;&#39; , а издатель , такой образ , метко угадать стремление новый читать поколение к облегченный исторический чтение .	ADJ;ANIM;NOM;PL _ ANIM;MASC;NOM;PL;PROPN ANIM;MASC;NOM;PL;PROPN _ PART FIN;IND;IPFV;PL;PST;V ADP ACC;ADJ;FEM;INAN;SG ACC;FEM;INAN;N;SG INAN;INS;MASC;N;SG ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG _ ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG _ _ CONJ ANIM;MASC;N;NOM;PL _ DET;INAN;INS;MASC;SG INAN;INS;MASC;N;SG _ ADV FIN;IND;PFV;PL;PST;V ACC;INAN;N;NEUT;SG ADJ;GEN;INAN;NEUT;SG ACT;GEN;INAN;IPFV;NEUT;PRS;SG;V;V.PTCP GEN;INAN;N;NEUT;SG ADP ADJ;DAT;INAN;NEUT;SG ADJ;DAT;INAN;NEUT;SG DAT;INAN;N;NEUT;SG _
в 1947 году окончил университет виргинии и получил степень бакалавра искусств по математике .	в 1947 год окончить университет виргиния и получить степень бакалавр искусство по математика .	ADP ADJ;ESS;INAN;MASC;SG ESS;INAN;MASC;N;SG FIN;IND;MASC;PFV;PST;SG;V ACC;INAN;MASC;N;SG FEM;GEN;INAN;PROPN;SG CONJ FIN;IND;MASC;PFV;PST;SG;V ACC;FEM;INAN;N;SG ANIM;GEN;MASC;N;SG GEN;INAN;N;NEUT;PL ADP DAT;FEM;INAN;N;SG _
помимо этого за кадром в сжатом виде раскрывается суть проблемы .	помимо это за кадр в сжатый вид раскрываться суть проблема .	ADP GEN;INAN;NEUT;PRO;SG ADP INAN;INS;MASC;N;SG ADP ADJ;ESS;INAN;MASC;SG ESS;INAN;MASC;N;SG 3;FIN;IND;IPFV;MID;PRS;SG;V FEM;INAN;N;NOM;SG FEM;GEN;INAN;N;SG _
в 1712 -- 1713 годах заметно активизируется создание флота на балтике , начало которому было положено сразу после основания санкт - петербурга .	в 1712 -- 1713 год заметно активизироваться создание флот на балтика , начало который быть положить сразу после основание санкт - петербург .	ADP ADJ;ESS;INAN;MASC;SG _ ADJ;ESS;INAN;MASC;SG ESS;INAN;MASC;N;PL ADV 3;FIN;IND;IPFV;MID;PRS;SG;V INAN;N;NEUT;NOM;SG GEN;INAN;MASC;N;SG ADP ESS;FEM;INAN;PROPN;SG _ INAN;N;NEUT;NOM;SG DAT;INAN;MASC;PRO;SG FIN;IND;IPFV;NEUT;PST;SG;V INAN;NEUT;NOM;PASS;PFV;PST;SG;V;V.PTCP ADV ADP GEN;INAN;N;NEUT;SG ADV _ GEN;INAN;MASC;PROPN;SG _
в январе 1654 года далейль вместе с генералом уильямом драммондом вернулся в шотландию для подготовки восстания .	в январь 1654 год далейль вместе с генерал уильям драммонд вернуться в шотландия для подготовка восстание .	ADP ESS;INAN;MASC;N;SG ADJ;GEN;INAN;MASC;SG GEN;INAN;MASC;N;SG ANIM;MASC;NOM;PROPN;SG ADV ADP ANIM;INS;MASC;N;SG ANIM;INS;MASC;PROPN;SG ANIM;INS;MASC;PROPN;SG FIN;IND;MASC;MID;PFV;PST;SG;V ADP ACC;FEM;INAN;PROPN;SG ADP FEM;GEN;INAN;N;SG GEN;INAN;N;NEUT;SG _
алоиз иосифович гальфе ( 1921 судетская область чехословакия 27 января 1945 ссср москва ) -- немецкий разведчик , переводчик команды службы безопасности при имперском руководителе сс , специалист по подготовке агентов , радистов , участник проводимой советской контразведкой радиоигры загадка .	алоиз иосифович гальфе ( 1921 судетский область чехословакия 27 январь 1945 ссср москва ) -- немецкий разведчик , переводчик команда служба безопасность при имперский руководитель сс , специалист по подготовка агент , радист , участник проводить советский контразведка радиоигра загадка .	ANIM;MASC;NOM;PROPN;SG ANIM;MASC;NOM;PROPN;SG ANIM;MASC;NOM;PROPN;SG _ ADJ;INAN;MASC;NOM;SG ADJ;FEM;INAN;NOM;SG FEM;INAN;N;NOM;SG FEM;INAN;NOM;PROPN;SG ADJ;INAN;NEUT;NOM;SG GEN;INAN;MASC;N;SG ADJ;INAN;MASC;NOM;SG INAN;MASC;NOM;PROPN;SG FEM;INAN;NOM;PROPN;SG _ _ ADJ;ANIM;MASC;NOM;SG ANIM;MASC;N;NOM;SG _ ANIM;MASC;N;NOM;SG FEM;GEN;INAN;N;SG FEM;GEN;INAN;N;SG FEM;GEN;INAN;N;SG ADP ADJ;ANIM;ESS;MASC;SG ANIM;ESS;MASC;N;SG GEN;INAN;MASC;PL;PROPN _ ANIM;MASC;N;NOM;SG ADP DAT;FEM;INAN;N;SG ANIM;GEN;MASC;N;PL _ ANIM;GEN;MASC;N;PL _ ANIM;MASC;N;NOM;SG FEM;GEN;INAN;IPFV;PASS;PST;SG;V;V.PTCP ADJ;FEM;INAN;INS;SG FEM;INAN;INS;N;SG FEM;GEN;INAN;N;SG FEM;INAN;N;NOM;SG _
в основном скотт каан прославился благодаря роли тёрка мэллойя в фильмах `` 11 друзей оушена &#39;&#39; , `` 12 друзей оушена &#39;&#39; и `` 13 друзей оушена &#39;&#39; .	в основное скотт каан прославиться благодаря роль терк мэллой в фильм `` 11 друг оушен &#39;&#39; , `` 12 друг оушен &#39;&#39; и `` 13 друг оушен &#39;&#39; .	ADP ESS;INAN;N;NEUT;SG ANIM;MASC;NOM;PROPN;SG ANIM;MASC;NOM;PROPN;SG FIN;IND;MASC;MID;PFV;PST;SG;V ADP DAT;FEM;INAN;N;SG ANIM;GEN;MASC;PROPN;SG ANIM;GEN;MASC;PROPN;SG ADP ESS;INAN;MASC;N;PL _ NOM;NUM ANIM;GEN;MASC;N;PL ANIM;GEN;MASC;PROPN;SG _ _ _ NOM;NUM ANIM;GEN;MASC;N;PL ANIM;GEN;MASC;PROPN;SG _ CONJ _ NOM;NUM ANIM;GEN;MASC;N;PL ANIM;GEN;MASC;PROPN;SG _ _
качество реставрации изображения также иногда подвергается критике .	качество реставрация изображение также иногда подвергаться критика .	INAN;N;NEUT;NOM;SG FEM;GEN;INAN;N;SG GEN;INAN;N;NEUT;SG PART ADV 3;FIN;IND;IPFV;MID;PRS;SG;V DAT;FEM;INAN;N;SG _
в этом году саймон мактэвиш и джон фрейзер основали компанию в лондоне , mctavish , fraser and company , задачей которой было снабжение северо - западной компании продуктами и сбыт меха .	в этот год саймон мактэвиш и джон фрейзер основать компания в лондон , mctavish , fraser and company , задача который быть снабжение северо - западный компания продукт и сбыт мех .	ADP DET;ESS;INAN;MASC;SG ESS;INAN;MASC;N;SG ANIM;MASC;NOM;PROPN;SG ANIM;MASC;NOM;PROPN;SG CONJ ANIM;MASC;NOM;PROPN;SG ANIM;MASC;NOM;PROPN;SG FIN;IND;PFV;PL;PST;V ACC;FEM;INAN;N;SG ADP ESS;INAN;MASC;PROPN;SG _ ANIM;MASC;NOM;PROPN;SG _ ANIM;MASC;NOM;PROPN;SG CONJ INAN;N;NEUT;NOM;SG _ FEM;INAN;INS;N;SG FEM;GEN;INAN;PRO;SG FIN;IND;IPFV;NEUT;PST;SG;V INAN;N;NEUT;NOM;SG ADV _ ADJ;FEM;GEN;INAN;SG FEM;GEN;INAN;N;SG INAN;INS;MASC;N;PL CONJ INAN;MASC;N;NOM;SG GEN;INAN;MASC;N;SG _
