catherine of russia was also very satisfied .	catherine of russia be also very satisfied .	PROPN;SG ADP PROPN;SG 3;FIN;IND;PST;SG;V ADV ADV ADJ _
just over 70 % of the plants grown from earth seeds were alive after 17 days - just slightly more than the plants grown from space seeds - just over 66 % .	just over 70 % of the plant grow from earth seed be alive after 17 day - just slightly more than the plant grow from space seed - just over 66 % .	ADV ADV NUM SG ADP DEF;DET N;PL PST;V;V.PTCP ADP PROPN;SG N;PL FIN;IND;PST;V ADJ ADP NUM N;PL _ ADV ADV ADJ;CMPR ADP DEF;DET N;PL PST;V;V.PTCP ADP N;SG N;PL _ ADV ADV NUM SG _
starlin took over as plotter the following issue , and began developing an elaborate story arc centered on the villainous thanos , and spread across a number of marvel titles .	starlin take over as plotter the follow issue , and begin develop a elaborate story arc center on the villainous thanos , and spread across a number of marvel title .	PROPN;SG FIN;IND;PST;V ADP ADP N;SG DEF;DET V;V.MSDR N;SG _ CONJ FIN;IND;PST;V V;V.MSDR DET;INDF ADJ N;SG N;SG PST;V;V.PTCP ADP DEF;DET ADJ PROPN;SG _ CONJ FIN;IND;PRS;V ADP DET;INDF N;SG ADP PROPN;SG N;PL _
on the other hand , vine was art in six seconds .	on the other hand , vine be art in six seconds .	ADP DEF;DET ADJ N;SG _ PROPN;SG 3;FIN;IND;PST;SG;V N;SG ADP NUM N;PL _
the russian empire was an agglomeration of diverse ethnicities that had shown significant signs of disunity in the years before the first world war .	the russian empire be a agglomeration of diverse ethnicity that have show significant sign of disunity in the year before the first world war .	DEF;DET ADJ PROPN;SG 3;FIN;IND;PST;SG;V DET;INDF N;SG ADP ADJ N;PL PRO FIN;IND;PST;V PST;V;V.PTCP ADJ N;PL ADP N;SG ADP DEF;DET N;PL ADP DEF;DET PROPN;SG PROPN;SG PROPN;SG _
national reaction to the events in kansas demonstrated how deeply divided the country had become .	national reaction to the event in kansas demonstrate how deeply divided the country have become .	ADJ N;SG ADP DEF;DET N;PL ADP PROPN;SG FIN;IND;PST;V ADV ADV ADJ DEF;DET N;SG FIN;IND;PST;V PST;V;V.PTCP _
the first and foremost was the ohio river , which flowed into the mississippi river .	the first and foremost be the ohio river , which flow into the mississippi river .	DEF;DET ADJ CONJ ADJ 3;FIN;IND;PST;SG;V DEF;DET PROPN;SG N;SG _ PRO FIN;IND;PST;V ADP DEF;DET PROPN;SG N;SG _
the knight lyvet was released and his follower thrown into the tower .	the knight lyvet be release and he follower throw into the tower .	DEF;DET N;SG PROPN;SG 3;FIN;IND;PST;SG;V PST;V;V.PTCP CONJ 3;MASC;PRO;SG N;SG PST;V;V.PTCP ADP DEF;DET PROPN;SG _
in the middle ages , most christians did not have access to the bible in their mother tongue .	in the middle age , most christians do not have access to the bible in they mother tongue .	ADP DEF;DET ADJ PL;PROPN _ ADJ;RL PL;PROPN FIN;IND;PST;V ADV;NEG NFIN;V N;SG ADP DEF;DET PROPN;SG ADP 3;PL;PRO N;SG N;SG _
however , they could not find this same pattern in tissues such as the bladder , which are not directly exposed .	however , they could not find this same pattern in tissue such as the bladder , which be not directly expose .	ADV _ 3;NOM;PL;PRO FIN;V NEG;PART NFIN;V DET;SG ADJ N;SG ADP N;PL ADJ ADP DEF;DET N;SG _ PRO FIN;IND;PRS;V NEG;PART ADV PST;V;V.PTCP _
the success american motors ' compact - sized rambler models spurred gm and ford to introduce their own downsized cars in 1960 .	the success american motor ' compact - sized rambler model spur gm and ford to introduce they own downsize car in 1960 .	DEF;DET N;SG ADJ PL;PROPN PART ADJ _ PST;V;V.PTCP PROPN;SG N;PL FIN;IND;PST;V PROPN;SG CONJ PROPN;SG PART NFIN;V 3;PL;PRO ADJ PST;V;V.PTCP N;PL ADP NUM _
the scheme makes money through sponsorship and advertising .	the scheme make money through sponsorship and advertising .	DEF;DET N;SG 3;FIN;IND;PRS;SG;V N;SG ADP N;SG CONJ N;SG _
during their various collaborations , it is not clear who between the two conceived of some stylistic solutions in the arrangements that later on characterised both artists ' style .	during they various collaboration , it be not clear who between the two conceive of some stylistic solution in the arrangement that later on characterise both artist ' style .	ADP 3;PL;PRO ADJ N;PL _ 3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V NEG;PART ADJ PRO ADP DEF;DET NUM FIN;IND;PST;V ADP DET ADJ N;PL ADP DEF;DET N;PL PRO ADV ADV PST;V;V.PTCP DET N;PL PART N;SG _
under his administration , the female vote was approved , political parties were legalised , all of the exiled were allowed to return and the remaining political prisoners were freed .	under he administration , the female vote be approve , political party be legalise , all of the exiled be allow to return and the remain political prisoner be free .	ADP 3;MASC;PRO;SG N;SG _ DEF;DET ADJ N;SG 3;FIN;IND;PST;SG;V PST;V;V.PTCP _ ADJ N;PL FIN;IND;PST;V PST;V;V.PTCP _ DET ADP DEF;DET ADJ FIN;IND;PST;V PST;V;V.PTCP PART NFIN;V CONJ DEF;DET V;V.MSDR ADJ N;PL FIN;IND;PST;V PST;V;V.PTCP _
it is now only unclear , in which one .	it be now only unclear , in which one .	3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V ADV ADV ADJ _ ADP DET N;SG _
barrie enrolled at the university of edinburgh where he wrote drama reviews for the edinburgh evening courant .	barrie enrol at the university of edinburgh where he write drama review for the edinburgh evening courant .	PROPN;SG FIN;IND;PST;V ADP DEF;DET N;SG ADP PROPN;SG ADV 3;MASC;NOM;PRO;SG FIN;IND;PST;V N;SG N;PL ADP DEF;DET PROPN;SG PROPN;SG PROPN;SG _
the macedonian eastern border with thrace was now secured at the river nestus ( mesta ) .	the macedonian eastern border with thrace be now secure at the river nestus ( mesta ) .	DEF;DET ADJ ADJ N;SG ADP PROPN;SG 3;FIN;IND;PST;SG;V ADV PST;V;V.PTCP ADP DEF;DET N;SG PROPN;SG _ PROPN;SG _ _
aldrin has been married three times .	aldrin have be marry three time .	PROPN;SG 3;FIN;IND;PRS;SG;V PST;V;V.PTCP PST;V;V.PTCP NUM N;PL _
at the beginning of the london conference in december 1912 the ambassadors of all six great powers rejected the plan for establishing an independent albania .	at the beginning of the london conference in december 1912 the ambassador of all six great power reject the plan for establish a independent albania .	ADP DEF;DET N;SG ADP DEF;DET PROPN;SG PROPN;SG ADP PROPN;SG NUM DEF;DET N;PL ADP DET NUM ADJ PL;PROPN FIN;IND;PST;V DEF;DET N;SG CONJ V;V.MSDR DET;INDF ADJ PROPN;SG _
in august 1969 , pope paul vi removed the death penalty from the vatican law and revoked it from all offences .	in august 1969 , pope paul vi remove the death penalty from the vatican law and revoke it from all offence .	ADP PROPN;SG NUM _ PROPN;SG PROPN;SG PROPN FIN;IND;PST;V DEF;DET N;SG N;SG ADP DEF;DET PROPN;SG N;SG CONJ FIN;IND;PST;V 3;ACC;NEUT;PRO;SG ADP DET N;PL _
the officers were able to subdue the 53 year old during the act on sunday morning .	the officer be able to subdue the 53 year old during the act on sunday morning .	DEF;DET N;PL FIN;IND;PST;V ADJ PART NFIN;V DEF;DET NUM N;SG ADJ ADP DEF;DET N;SG ADP PROPN;SG N;SG _
since the 1960s , the city 's economy has been in steep decline .	since the 1960 , the city 's economy have be in steep decline .	ADP DEF;DET N;PL _ DEF;DET N;SG PART N;SG 3;FIN;IND;PRS;SG;V PST;V;V.PTCP ADP ADJ N;SG _
meanwhile , bank of scotland customers earn 3 % on balances of £ 3,000 - £ 5,000 when they add the free vantage option to their account .	meanwhile , bank of scotland customer earn 3 % on balance of £ 3,000 - £ 5,000 when they add the free vantage option to they account .	ADV _ N;SG ADP PROPN;SG N;PL FIN;IND;PRS;V NUM SG ADP N;PL ADP _ NUM _ _ NUM ADV 3;NOM;PL;PRO FIN;IND;PRS;V DEF;DET ADJ N;SG N;SG ADP 3;PL;PRO N;SG _
while air mass identification was originally used in weather forecasting during the 1950s , climatologists began to establish synoptic climatologies based on this idea in 1973 .	while air mass identification be originally use in weather forecasting during the 1950 , climatologist begin to establish synoptic climatology base on this idea in 1973 .	CONJ N;SG N;SG N;SG 3;FIN;IND;PST;SG;V ADV PST;V;V.PTCP ADP N;SG N;SG ADP DEF;DET N;PL _ N;PL FIN;IND;PST;V PART NFIN;V ADJ N;PL PST;V;V.PTCP ADP DET;SG N;SG ADP NUM _
he also built built and renovated five traditional markets in 2013 and four traditional markets in 2014 .	he also build build and renovate five traditional market in 2013 and four traditional market in 2014 .	3;MASC;NOM;PRO;SG ADV FIN;IND;PST;V FIN;IND;PST;V CONJ FIN;IND;PST;V NUM ADJ N;PL ADP NUM CONJ NUM ADJ N;PL ADP NUM _
given that herod was in jerusalem at that time , pilate decided to send jesus to herod to be tried .	give that herod be in jerusalem at that time , pilate decide to send jesus to herod to be try .	PST;V;V.PTCP CONJ PROPN;SG 3;FIN;IND;PST;SG;V ADP PROPN;SG ADP DET;SG N;SG _ PROPN;SG FIN;IND;PST;V PART NFIN;V PROPN;SG ADP PROPN;SG PART NFIN;V PST;V;V.PTCP _
more than 330 crew are onboard the ship .	more than 330 crew be onboard the ship .	ADJ;CMPR ADP NUM N;PL FIN;IND;PRS;V ADP DEF;DET N;SG _
two australians , who by their own admission are terrible golfers , bluffed their way into a premier golf tournament in north korea .	two australians , who by they own admission be terrible golfer , bluff they way into a premier golf tournament in north korea .	NUM PL;PROPN _ PRO ADP 3;PL;PRO ADJ N;SG FIN;IND;PRS;V ADJ N;PL _ FIN;IND;PST;V 3;PL;PRO N;SG ADP DET;INDF ADJ N;SG N;SG ADP PROPN;SG PROPN;SG _
the study of volcanoes is called volcanology , sometimes spelled vulcanology .	the study of volcano be call volcanology , sometimes spell vulcanology .	DEF;DET N;SG ADP N;PL 3;FIN;IND;PRS;SG;V PST;V;V.PTCP N;SG _ ADV PST;V;V.PTCP N;SG _
in addition , its process of gilding copper is technologically noteworthy .	in addition , its process of gild copper be technologically noteworthy .	ADP N;SG _ 3;NEUT;PRO;SG N;SG CONJ V;V.MSDR N;SG 3;FIN;IND;PRS;SG;V ADV ADJ _
but , the newly established republic of china considered mongolia to be part of its own territory .	but , the newly establish republic of china consider mongolia to be part of its own territory .	CONJ _ DEF;DET ADV PST;V;V.PTCP N;SG ADP PROPN;SG FIN;IND;PST;V PROPN;SG PART NFIN;V N;SG ADP 3;NEUT;PRO;SG ADJ N;SG _
de gaulle had instructed that there be no excessive displays of public affection towards churchill and no official awards without his prior agreement .	de gaulle have instruct that there be no excessive display of public affection towards churchill and no official award without he prior agreement .	PROPN;SG PROPN;SG FIN;IND;PST;V PST;V;V.PTCP CONJ PRO NFIN;V DET;NEG ADJ N;PL ADP ADJ N;SG ADP PROPN;SG CONJ DET;NEG ADJ N;PL ADP 3;MASC;PRO;SG ADJ N;SG _
low per capita income has been proposed as a cause for grievance , prompting armed rebellion .	low per capita income have be propose as a cause for grievance , prompt armed rebellion .	ADJ ADP N;SG N;SG 3;FIN;IND;PRS;SG;V PST;V;V.PTCP PST;V;V.PTCP ADP DET;INDF N;SG ADP N;SG _ V;V.MSDR ADJ N;SG _
the blindleia is a skerry - protected waterway that starts near kristiansand in southern norway , and continues past lillesand .	the blindleia be a skerry - protected waterway that start near kristiansand in southern norway , and continue past lillesand .	DEF;DET PROPN;SG 3;FIN;IND;PRS;SG;V DET;INDF N;SG _ ADJ N;SG PRO 3;FIN;IND;PRS;SG;V ADP PROPN;SG ADP ADJ PROPN;SG _ CONJ 3;FIN;IND;PRS;SG;V ADP PROPN;SG _
in spite of them , not everyone in the party understood the messages that the president tried to send to them yesterday .	in spite of they , not everyone in the party understand the message that the president try to send to they yesterday .	ADP N;SG ADP 3;ACC;PL;PRO _ ADV;NEG N;SG ADP DEF;DET N;SG FIN;IND;PST;V DEF;DET N;PL PRO DEF;DET N;SG FIN;IND;PST;V PART NFIN;V ADP 3;ACC;PL;PRO N;SG _
the current arrests are " a continuation of the shenanigans against us , " said dündar .	the current arrest be " a continuation of the shenanigan against we , " say dündar .	DEF;DET ADJ N;PL FIN;IND;PRS;V _ DET;INDF N;SG ADP DEF;DET N;PL ADP 1;ACC;PL;PRO _ _ FIN;IND;PST;V PROPN;SG _
although not a resolver of the conflict , the french victory at the battle of marengo forced the austrians to give italy up for the second time .	although not a resolver of the conflict , the french victory at the battle of marengo force the austrians to give italy up for the second time .	CONJ ADV;NEG DET;INDF N;SG ADP DEF;DET N;SG _ DEF;DET ADJ N;SG ADP DEF;DET PROPN;SG ADP PROPN;SG FIN;IND;PST;V DEF;DET PL;PROPN PART NFIN;V PROPN;SG ADP ADP DEF;DET ADJ N;SG _
" there is still a ' yuk ' factor to the whole idea of buying and wearing other people 's body parts , " she says .	" there be still a ' yuk ' factor to the whole idea of buy and wear other people 's body part , " she say .	_ PRO 3;FIN;IND;PRS;SG;V ADV DET;INDF _ N;SG _ N;SG ADP DEF;DET ADJ N;SG CONJ V;V.MSDR CONJ V;V.MSDR ADJ N;PL PART N;SG N;PL _ _ 3;FEM;NOM;PRO;SG 3;FIN;IND;PRS;SG;V _
after north carolina passed its restrictive voting - rights bill in 2013 , campbell went around to churches teaching people how to deal with challenges to their registration .	after north carolina pass its restrictive voting - rights bill in 2013 , campbell go around to church teach people how to deal with challenge to they registration .	CONJ ADJ PROPN;SG FIN;IND;PST;V 3;NEUT;PRO;SG ADJ N;SG _ N;PL N;SG ADP NUM _ PROPN;SG FIN;IND;PST;V ADV ADP N;PL V;V.MSDR N;PL ADV PART NFIN;V ADP N;PL ADP 3;PL;PRO N;SG _
tuesday is all about getting out the vote , but it means nothing if a registered voter is n't on the list .	tuesday be all about get out the vote , but it mean nothing if a registered voter be not on the list .	PROPN;SG 3;FIN;IND;PRS;SG;V ADV CONJ V;V.MSDR ADP DEF;DET N;SG _ CONJ 3;NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V N;SG CONJ DET;INDF ADJ N;SG 3;FIN;IND;PRS;SG;V NEG;PART ADP DEF;DET N;SG _
for kerber , the season finale nevertheless marks the end of an unbelievable year .	for kerber , the season finale nevertheless mark the end of a unbelievable year .	ADP PROPN;SG _ DEF;DET N;SG N;SG ADV 3;FIN;IND;PRS;SG;V DEF;DET N;SG ADP DET;INDF ADJ N;SG _
the collapse of and intervention in dozens of banks lead to a flight of capital , causing businesses to go bankrupt .	the collapse of and intervention in dozen of bank lead to a flight of capital , cause business to go bankrupt .	DEF;DET N;SG ADP CONJ N;SG ADP N;PL ADP N;PL FIN;IND;PST;V ADP DET;INDF N;SG ADP N;SG _ V;V.MSDR N;PL PART NFIN;V ADJ _
the husband of the current candidate for the white house , hillary clinton , pardoned a number of people , also including rich , on the last day of his presidency , january 20 , 2001 .	the husband of the current candidate for the white house , hillary clinton , pardon a number of people , also include rich , on the last day of he presidency , january 20 , 2001 .	DEF;DET N;SG ADP DEF;DET ADJ N;SG ADP DEF;DET PROPN;SG PROPN;SG _ PROPN;SG PROPN;SG _ FIN;IND;PST;V DET;INDF N;SG ADP N;PL _ ADV V;V.MSDR PROPN;SG _ ADP DEF;DET ADJ N;SG ADP 3;MASC;PRO;SG N;SG _ PROPN;SG NUM _ NUM _
" in the cities where we 've launched or are under construction , our work will continue , " barratt said .	" in the city where we have launch or be under construction , we work will continue , " barratt say .	_ ADP DEF;DET N;PL ADV 1;NOM;PL;PRO FIN;IND;PRS;V PST;V;V.PTCP CONJ FIN;IND;PRS;V ADP N;SG _ 1;PL;PRO N;SG FIN;V NFIN;V _ _ PROPN;SG FIN;IND;PST;V _
today , khanzir may be a lonely pig , but he is n’t always alone .	today , khanzir may be a lonely pig , but he be n’t always alone .	N;SG _ PROPN;SG FIN;V NFIN;V DET;INDF ADJ N;SG _ CONJ 3;MASC;NOM;PRO;SG 3;FIN;IND;PRS;SG;V ADV;NEG ADV ADJ _
the spokesman did not rule out the possibility that others would also be investigated .	the spokesman do not rule out the possibility that other would also be investigate .	DEF;DET N;SG FIN;IND;PST;V NEG;PART NFIN;V ADP DEF;DET N;SG CONJ N;PL FIN;V ADV NFIN;V PST;V;V.PTCP _
the alps provide lowland europe with drinking water , irrigation , and hydroelectric power .	the alps provide lowland europe with drinking water , irrigation , and hydroelectric power .	DEF;DET PL;PROPN FIN;IND;PRS;V N;SG PROPN;SG ADP N;SG N;SG _ N;SG _ CONJ ADJ N;SG _
" i have to congratulate andy -- to get to no. 1 in the world that 's an incredible achievement , " the american said .	" i have to congratulate andy -- to get to no. 1 in the world that be a incredible achievement , " the american say .	_ 1;NOM;PRO;SG FIN;IND;PRS;V PART NFIN;V PROPN;SG _ PART NFIN;V ADP N;SG NUM ADP DEF;DET N;SG PRO 3;FIN;IND;PRS;SG;V DET;INDF ADJ N;SG _ _ DEF;DET PROPN;SG FIN;IND;PST;V _
the probe began in june , focusing on mr winterkorn and brand chief herbert diess , who remains at the car maker .	the probe begin in june , focus on mr winterkorn and brand chief herbert diess , who remain at the car maker .	DEF;DET N;SG FIN;IND;PST;V ADP PROPN;SG _ V;V.MSDR ADP PROPN;SG PROPN;SG CONJ N;SG N;SG PROPN;SG PROPN;SG _ PRO 3;FIN;IND;PRS;SG;V ADP DEF;DET N;SG N;SG _
papua new guinea is often labelled as potentially the worst place in the world for gender violence .	papua new guinea be often label as potentially the worst place in the world for gender violence .	PROPN;SG PROPN;SG PROPN;SG 3;FIN;IND;PRS;SG;V ADV PST;V;V.PTCP ADP ADV DEF;DET ADJ;RL N;SG ADP DEF;DET N;SG ADP N;SG N;SG _
and with china set to become the world 's biggest aviation market in the next decade , the show is an opportunity for beijing to demonstrate its ambitions in civil aviation as well as defence .	and with china set to become the world 's biggest aviation market in the next decade , the show be a opportunity for beijing to demonstrate its ambition in civil aviation as well as defence .	CONJ CONJ PROPN;SG PST;V;V.PTCP PART NFIN;V DEF;DET N;SG PART ADJ;RL N;SG N;SG ADP DEF;DET ADJ N;SG _ DEF;DET N;SG 3;FIN;IND;PRS;SG;V DET;INDF N;SG ADP PROPN;SG PART NFIN;V 3;NEUT;PRO;SG N;PL ADP ADJ N;SG ADV ADV ADP N;SG _
lenny is a persistent bachelor who has poor luck with women .	lenny be a persistent bachelor who have poor luck with woman .	PROPN;SG 3;FIN;IND;PRS;SG;V DET;INDF ADJ N;SG PRO 3;FIN;IND;PRS;SG;V ADJ N;SG ADP N;PL _
